degree_of_automation,onet_code,occupation,year
27,29-2031.00,Cardiovascular Technologists and Technicians,2015
27,29-1011.00,Chiropractors,2015
27,29-2021.00,Dental Hygienists,2015
27,19-4093.00,Forest and Conservation Technicians,2015
27,19-3092.00,Geographers,2015
27,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",2015
27,17-2121.02,Marine Architects,2015
27,19-4051.02,Nuclear Monitoring Technicians,2015
27,47-2141.00,"Painters, Construction and Maintenance",2015
27,41-2022.00,Parts Salespersons,2015
27,17-2171.00,Petroleum Engineers,2015
27,11-2031.00,Public Relations and Fundraising Managers,2015
27,51-9199.01,Recycling and Reclamation Workers,2015
27,47-2181.00,Roofers,2015
27,19-1013.00,Soil and Plant Scientists,2015
27,39-1021.01,Spa Managers,2015
27,27-3042.00,Technical Writers,2015
27,49-3093.00,Tire Repairers and Changers,2015
27,13-1151.00,Training and Development Specialists,2015
27,53-6061.00,"Transportation Attendants, Except Flight Attendants",2015
26,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",2015
26,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",2015
26,11-9041.00,Architectural and Engineering Managers,2015
26,19-1020.01,Biologists,2015
26,11-9199.11,Brownfield Redevelopment Specialists and Site Managers,2015
26,11-9021.00,Construction Managers,2015
26,31-9091.00,Dental Assistants,2015
26,29-1021.00,"Dentists, General",2015
26,29-2032.00,Diagnostic Medical Sonographers,2015
26,47-4021.00,Elevator Installers and Repairers,2015
26,19-1041.00,Epidemiologists,2015
26,43-4071.00,File Clerks,2015
26,19-1032.00,Foresters,2015
26,39-1011.00,Gaming Supervisors,2015
26,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",2015
26,17-2112.00,Industrial Engineers,2015
26,17-3029.07,Mechanical Engineering Technologists,2015
26,31-9093.00,Medical Equipment Preparers,2015
26,49-9062.00,Medical Equipment Repairers,2015
26,39-4031.00,"Morticians, Undertakers, and Funeral Directors",2015
26,37-2021.00,Pest Control Workers,2015
26,27-2012.01,Producers,2015
26,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",2015
26,29-1141.00,Registered Nurses,2015
26,11-9199.01,Regulatory Affairs Managers,2015
26,53-5021.01,Ship and Boat Captains,2015
26,11-3071.01,Transportation Managers,2015
25,17-3011.01,Architectural Drafters,2015
25,53-6031.00,Automotive and Watercraft Service Attendants,2015
25,53-3021.00,"Bus Drivers, Transit and Intercity",2015
25,39-9011.00,Childcare Workers,2015
25,21-2011.00,Clergy,2015
25,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",2015
25,17-3023.03,Electrical Engineering Technicians,2015
25,19-4091.00,"Environmental Science and Protection Technicians, Including Health",2015
25,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",2015
25,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",2015
25,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2015
25,19-2043.00,Hydrologists,2015
25,19-3032.00,Industrial-Organizational Psychologists,2015
25,49-9094.00,Locksmiths and Safe Repairers,2015
25,49-9071.00,"Maintenance and Repair Workers, General",2015
25,19-1042.00,"Medical Scientists, Except Epidemiologists",2015
25,49-9044.00,Millwrights,2015
25,45-2092.01,Nursery Workers,2015
25,51-9071.07,Precious Metal Workers,2015
25,51-6021.00,"Pressers, Textile, Garment, and Related Materials",2015
25,33-9021.00,Private Detectives and Investigators,2015
25,27-3012.00,Public Address System and Other Announcers,2015
25,39-9032.00,Recreation Workers,2015
25,41-9031.00,Sales Engineers,2015
25,51-4121.07,Solderers and Brazers,2015
25,29-2099.07,Surgical Assistants,2015
25,47-2082.00,Tapers,2015
24,25-1041.00,"Agricultural Sciences Teachers, Postsecondary",2015
24,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",2015
24,53-6051.01,Aviation Inspectors,2015
24,35-2012.00,"Cooks, Institution and Cafeteria",2015
24,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,2015
24,17-3029.02,Electrical Engineering Technologists,2015
24,17-3025.00,Environmental Engineering Technicians,2015
24,29-1128.00,Exercise Physiologists,2015
24,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",2015
24,53-3033.00,Light Truck or Delivery Services Drivers,2015
24,17-2121.01,Marine Engineers,2015
24,11-9013.01,Nursery and Greenhouse Managers,2015
24,27-4021.00,Photographers,2015
24,17-2072.01,Radio Frequency Identification Device Specialists,2015
24,53-4021.00,"Railroad Brake, Signal, and Switch Operators",2015
24,49-9021.02,Refrigeration Mechanics and Installers,2015
24,13-1041.07,Regulatory Affairs Specialists,2015
24,53-3041.00,Taxi Drivers and Chauffeurs,2015
24,49-9081.00,Wind Turbine Service Technicians,2015
23,49-3011.00,Aircraft Mechanics and Service Technicians,2015
23,33-9011.00,Animal Control Workers,2015
23,33-3011.00,Bailiffs,2015
23,39-6012.00,Concierges,2015
23,35-2015.00,"Cooks, Short Order",2015
23,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",2015
23,25-9021.00,Farm and Home Management Advisors,2015
23,41-1011.00,First-Line Supervisors of Retail Sales Workers,2015
23,11-9039.02,Fitness and Wellness Coordinators,2015
23,13-1131.00,Fundraisers,2015
23,27-1024.00,Graphic Designers,2015
23,47-3012.00,Helpers--Carpenters,2015
23,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2015
23,13-1075.00,Labor Relations Specialists,2015
23,47-2073.00,Operating Engineers and Other Construction Equipment Operators,2015
23,31-2021.00,Physical Therapist Assistants,2015
23,29-1069.09,Preventive Medicine Physicians,2015
23,17-2111.03,Product Safety Engineers,2015
23,27-3022.00,Reporters and Correspondents,2015
23,51-2093.00,Timing Device Assemblers and Adjusters,2015
23,29-2056.00,Veterinary Technologists and Technicians,2015
22,25-3011.00,Adult Basic and Secondary Education and Literacy Teachers and Instructors,2015
22,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",2015
22,49-3023.02,Automotive Specialty Technicians,2015
22,25-2032.00,"Career/Technical Education Teachers, Secondary School",2015
22,47-2051.00,Cement Masons and Concrete Finishers,2015
22,11-9199.02,Compliance Managers,2015
22,33-3012.00,Correctional Officers and Jailers,2015
22,51-2031.00,Engine and Other Machine Assemblers,2015
22,49-9093.00,"Fabric Menders, Except Garment",2015
22,39-1021.00,First-Line Supervisors of Personal Service Workers,2015
22,53-2031.00,Flight Attendants,2015
22,47-2043.00,Floor Sanders and Finishers,2015
22,35-3041.00,"Food Servers, Nonrestaurant",2015
22,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",2015
22,51-7021.00,Furniture Finishers,2015
22,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,2015
22,29-1069.03,Hospitalists,2015
22,29-1063.00,"Internists, General",2015
22,21-1014.00,Mental Health Counselors,2015
22,53-5022.00,Motorboat Operators,2015
22,15-2031.00,Operations Research Analysts,2015
22,29-1199.05,Orthoptists,2015
22,47-2151.00,Pipelayers,2015
22,27-3031.00,Public Relations Specialists,2015
22,47-2171.00,Reinforcing Iron and Rebar Workers,2015
22,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",2015
22,19-3031.01,School Psychologists,2015
22,19-4061.00,Social Science Research Assistants,2015
22,29-2055.00,Surgical Technologists,2015
21,19-4021.00,Biological Technicians,2015
21,25-1021.00,"Computer Science Teachers, Postsecondary",2015
21,19-3011.00,Economists,2015
21,47-2111.00,Electricians,2015
21,49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,2015
21,21-1022.00,Healthcare Social Workers,2015
21,19-2041.03,Industrial Ecologists,2015
21,51-4192.00,"Layout Workers, Metal and Plastic",2015
21,29-2061.00,Licensed Practical and Licensed Vocational Nurses,2015
21,17-2199.05,Mechatronics Engineers,2015
21,33-1021.01,Municipal Fire Fighting and Prevention Supervisors,2015
21,51-9195.05,"Potters, Manufacturing",2015
21,41-2031.00,Retail Salespersons,2015
21,47-5051.00,"Rock Splitters, Quarry",2015
21,47-5012.00,"Rotary Drill Operators, Oil and Gas",2015
21,27-1027.00,Set and Exhibit Designers,2015
21,33-3051.03,Sheriffs and Deputy Sheriffs,2015
21,27-2042.01,Singers,2015
20,19-2011.00,Astronomers,2015
20,19-3031.02,Clinical Psychologists,2015
20,13-1041.06,Coroners,2015
20,19-3031.03,Counseling Psychologists,2015
20,51-9081.00,Dental Laboratory Technicians,2015
20,29-2041.00,Emergency Medical Technicians and Paramedics,2015
20,13-1199.01,Energy Auditors,2015
20,25-1125.00,"History Teachers, Postsecondary",2015
20,31-1011.00,Home Health Aides,2015
20,17-2112.01,Human Factors Engineers and Ergonomists,2015
20,25-1022.00,"Mathematical Science Teachers, Postsecondary",2015
20,51-9082.00,Medical Appliance Technicians,2015
20,33-2011.01,Municipal Firefighters,2015
20,19-3039.01,Neuropsychologists and Clinical Neuropsychologists,2015
20,29-9011.00,Occupational Health and Safety Specialists,2015
20,31-2011.00,Occupational Therapy Assistants,2015
20,53-5011.00,Sailors and Marine Oilers,2015
20,39-5093.00,Shampooers,2015
20,49-9052.00,Telecommunications Line Installers and Repairers,2015
20,53-6041.00,Traffic Technicians,2015
20,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",2015
20,17-2199.10,Wind Energy Engineers,2015
19,49-2091.00,Avionics Technicians,2015
19,35-1011.00,Chefs and Head Cooks,2015
19,15-1111.00,Computer and Information Research Scientists,2015
19,35-2014.00,"Cooks, Restaurant",2015
19,43-5021.00,Couriers and Messengers,2015
19,51-2022.00,Electrical and Electronic Equipment Assemblers,2015
19,25-2021.00,"Elementary School Teachers, Except Special Education",2015
19,13-1041.01,Environmental Compliance Inspectors,2015
19,33-2021.01,Fire Inspectors,2015
19,33-1021.02,Forest Fire Fighting and Prevention Supervisors,2015
19,33-2022.00,Forest Fire Inspectors and Prevention Specialists,2015
19,45-2041.00,"Graders and Sorters, Agricultural Products",2015
19,25-1191.00,Graduate Teaching Assistants,2015
19,19-3093.00,Historians,2015
19,49-9031.00,Home Appliance Repairers,2015
19,51-9071.01,Jewelers,2015
19,23-1012.00,Judicial Law Clerks,2015
19,53-4011.00,Locomotive Engineers,2015
19,29-1023.00,Orthodontists,2015
19,29-2091.00,Orthotists and Prosthetists,2015
19,43-4051.03,Patient Representatives,2015
19,51-7032.00,"Patternmakers, Wood",2015
19,49-2021.01,Radio Mechanics,2015
19,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",2015
19,29-1125.00,Recreational Therapists,2015
19,51-6051.00,"Sewers, Hand",2015
19,11-9151.00,Social and Community Service Managers,2015
19,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",2015
19,51-6093.00,Upholsterers,2015
18,45-2021.00,Animal Breeders,2015
18,27-2021.00,Athletes and Sports Competitors,2015
18,19-1029.01,Bioinformatics Scientists,2015
18,11-1011.03,Chief Sustainability Officers,2015
18,27-2022.00,Coaches and Scouts,2015
18,25-1122.00,"Communications Teachers, Postsecondary",2015
18,47-4011.00,Construction and Building Inspectors,2015
18,41-9091.00,"Door-To-Door Sales Workers, News and Street Vendors, and Related Workers",2015
18,47-5021.00,"Earth Drillers, Except Oil and Gas",2015
18,21-1012.00,"Educational, Guidance, School, and Vocational Counselors",2015
18,53-7032.00,Excavating and Loading Machine and Dragline Operators,2015
18,27-1023.00,Floral Designers,2015
18,21-1091.00,Health Educators,2015
18,29-2092.00,Hearing Aid Specialists,2015
18,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",2015
18,29-1069.04,Neurologists,2015
18,29-1064.00,Obstetricians and Gynecologists,2015
18,29-1069.06,Ophthalmologists,2015
18,29-1022.00,Oral and Maxillofacial Surgeons,2015
18,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",2015
18,29-1071.00,Physician Assistants,2015
18,31-1013.00,Psychiatric Aides,2015
18,49-9045.00,"Refractory Materials Repairers, Except Brickmasons",2015
18,25-1067.00,"Sociology Teachers, Postsecondary",2015
18,17-2199.11,Solar Energy Systems Engineers,2015
18,25-2054.00,"Special Education Teachers, Secondary School",2015
18,33-3052.00,Transit and Railroad Police,2015
17,47-5011.00,"Derrick Operators, Oil and Gas",2015
17,25-1063.00,"Economics Teachers, Postsecondary",2015
17,11-9031.00,"Education Administrators, Preschool and Childcare Center/Program",2015
17,19-3011.01,Environmental Economists,2015
17,51-2091.00,Fiberglass Laminators and Fabricators,2015
17,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",2015
17,25-9031.00,Instructional Coordinators,2015
17,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",2015
17,25-1112.00,"Law Teachers, Postsecondary",2015
17,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",2015
17,43-5081.02,Marking Clerks,2015
17,49-9011.00,Mechanical Door Repairers,2015
17,29-1171.00,Nurse Practitioners,2015
17,29-1069.08,Physical Medicine and Rehabilitation Physicians,2015
17,47-2152.02,Plumbers,2015
17,19-3041.00,Sociologists,2015
17,47-1011.03,Solar Energy Installation Managers,2015
17,47-4099.02,Solar Thermal Installers and Technicians,2015
17,25-2053.00,"Special Education Teachers, Middle School",2015
17,29-1127.00,Speech-Language Pathologists,2015
16,25-1052.00,"Chemistry Teachers, Postsecondary",2015
16,19-4061.01,City and Regional Planning Aides,2015
16,19-2041.01,Climate Change Analysts,2015
16,25-1081.00,"Education Teachers, Postsecondary",2015
16,49-9051.00,Electrical Power-Line Installers and Repairers,2015
16,27-4032.00,Film and Video Editors,2015
16,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",2015
16,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",2015
16,53-4012.00,Locomotive Firers,2015
16,21-1023.00,Mental Health and Substance Abuse Social Workers,2015
16,47-2142.00,Paperhangers,2015
16,39-9021.00,Personal Care Aides,2015
16,47-2152.01,Pipe Fitters and Steamfitters,2015
16,19-3094.00,Political Scientists,2015
16,29-1066.00,Psychiatrists,2015
16,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",2015
16,47-2031.02,Rough Carpenters,2015
16,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,2015
15,23-1022.00,"Arbitrators, Mediators, and Conciliators",2015
15,47-2021.00,Brickmasons and Blockmasons,2015
15,47-2031.01,Construction Carpenters,2015
15,27-2031.00,Dancers,2015
15,17-2071.00,Electrical Engineers,2015
15,39-4011.00,Embalmers,2015
15,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",2015
15,19-4092.00,Forensic Science Technicians,2015
15,45-4023.00,Log Graders and Scalers,2015
15,53-5021.02,"Mates- Ship, Boat, and Barge",2015
15,51-7031.00,"Model Makers, Wood",2015
15,29-1123.00,Physical Therapists,2015
15,25-1054.00,"Physics Teachers, Postsecondary",2015
15,25-1065.00,"Political Science Teachers, Postsecondary",2015
15,49-9096.00,Riggers,2015
14,17-2011.00,Aerospace Engineers,2015
14,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",2015
14,35-3011.00,Bartenders,2015
14,25-2023.00,"Career/Technical Education Teachers, Middle School",2015
14,49-9092.00,Commercial Divers,2015
14,35-2013.00,"Cooks, Private Household",2015
14,27-1022.00,Fashion Designers,2015
14,39-9031.00,Fitness Trainers and Aerobics Instructors,2015
14,11-9061.00,Funeral Service Managers,2015
14,29-9092.00,Genetic Counselors,2015
14,25-1192.00,"Home Economics Teachers, Postsecondary",2015
14,27-3091.00,Interpreters and Translators,2015
14,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",2015
14,49-3051.00,Motorboat Mechanics and Service Technicians,2015
14,49-3052.00,Motorcycle Mechanics,2015
14,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",2015
14,47-2072.00,Pile-Driver Operators,2015
14,27-3043.05,"Poets, Lyricists and Creative Writers",2015
14,43-9081.00,Proofreaders and Copy Markers,2015
14,25-1066.00,"Psychology Teachers, Postsecondary",2015
